author,geos
Christophe Daussy,"['48.95793,2.34071', '48.95793,2.34071']"
Sophie Changeur,"['43.2935,5.35781', '48.85464,2.33785', '49.87584,2.26446']"
Patricia Renou-Maissant,"['47.31274,5.06637', '49.18884,-0.36382']"
Karsten Haupt,"['49.40024,2.800108']"
Cecile Vigneau,"['48.851304,2.340246', '48.11585,-1.67298', '48.11585,-1.67298']"
Nathalie Piegay,"['48.851304,2.340246', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Edwige Rude-Antoine,"['48.8468,2.34488', '48.946,2.36213', '48.946,2.36213']"
Romain Brette,"['48.851304,2.340246', '48.851304,2.340246', '48.851906,2.340105', '48.851304,2.340246', '48.851304,2.340246']"
Catherine Pierre,"['49.18884,-0.36382']"
Pierre Genevaux,"['48.6962,6.17634', '43.56287,1.46597']"
Bruno Tuffin,"['48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298']"
Luc Aquilina,"['48.851906,2.340105', '48.11585,-1.67298', '48.11585,-1.67298']"
Martine Piquet,"['48.95793,2.34071', '48.85464,2.33785']"
Abdul Hamid Soubra,"['45.783,4.87798']"
Xavier Crettiez,"['48.8468,2.34488', '48.79959,2.14159', '48.79959,2.14159']"
Eric Leclerc,"['48.6962,6.17634', '49.40024,2.800108']"
Claudia Moatti,"['48.8468,2.34488', '48.946,2.36213']"
Charles Pineau,"['0,0', '48.11585,-1.67298']"
Gilles Dietrich,"['48.851304,2.340246']"
Pierre Serna,"['48.8468,2.34488']"
Emmanuel Scotet,"['47.2097,-1.55587', '47.2097,-1.55587', '47.2097,-1.55587']"
Sylvain Galier,"['43.56287,1.46597', '43.56287,1.46597']"
Murielle Rabiller-Baudry,"['48.11585,-1.67298']"
Eric Ruelland,"['48.70997,2.1531', '48.851304,2.340246']"
Jamila Meharzi-Faivre,"['0,0', '48.70997,2.1531']"
Dominique Besson,"['45.19159,5.76726']"
Jean-Pierre Gerzaguet,"['50.6314,3.07497', '50.6314,3.07497']"
Renaud Carrier,"['43.60656,1.43712', '43.31372,-0.36509', '43.31372,-0.36509', '43.31372,-0.36509', '43.31372,-0.36509']"
Frederic Druon,"['48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Frederic Feyel,"['48.7132,2.19972', '48.7132,2.19972', '48.7132,2.19972']"
Catherine Texier,"['48.946,2.36213', '45.77056,3.08791']"
Nicole Boucher,"['48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Bertrand Dubreucq,"['0,0', '48.70997,2.1531']"
Didier Boutet,"['47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367']"
Tatiana Govorykha Itina,"['0,0']"
Michel Castaings,"['0,0', '44.809966,-0.596578']"
Jean-Luc Lamboley,"['50.6314,3.07497']"
Pierre-Andre Jouvet,"['43.2935,5.35781', '48.90245,2.21238', '48.90245,2.21238', '48.90245,2.21238']"
Michel Vert,"['0,0', '43.61583,3.87203']"
Marc Lambert,"['48.946,2.36213']"
Jean-Michel Sahut,"['43.2935,5.35781']"
Luc Mounier,"['45.77056,3.08791', '48.95793,2.34071']"
Bruno Boidin,"['50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Laura Grigori,"['48.6962,6.17634']"
Pascal Sailhac,"['49.3852,1.06839', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Thierry Baubet,"['48.95793,2.34071']"
Jacques-Olivier Klein,"['48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Ludovic de Poucques,"['48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Eric Jenczewski,"['0,0', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Didier Devys,"['0,0', '48.57872,7.76465']"
Amina Meslem,"['45.783,4.87798', '46.14774,-1.15504', '46.14774,-1.15504']"
Joel Muller,"['50.6314,3.07497', '50.2847,2.79112', '50.2847,2.79112', '50.2847,2.79112']"
Valeriane Leroy,"['44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578']"
Chantal Zheng,"['48.851906,2.340105']"
Jean-Bernard Chatelain,"['0,0']"
Christophe Romier,"['43.2935,5.35781', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Zaka Ratsimalahelo,"['47.31274,5.06637', '47.2408,6.02265', '47.2408,6.02265', '47.31274,5.06637']"
Thierry Ripoll,"['43.2935,5.35781', '43.2935,5.35781']"
Gilles Herreros,"['0,0', '45.7492,4.83714']"
Valerie-Ines de La Ville,"['45.747027,4.860547', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601']"
Rochdi Merzouki,"['48.79959,2.14159']"
Mari Kobayashi,"['48.7132,2.19972', '48.70997,2.1531']"
Frederic Rousseau,"['48.851304,2.340246', '43.63279,3.86924']"
Philippe Quodverte,"['47.85065,1.93397', '47.85065,1.93397']"
Daniel Grande,"['44.809966,-0.596578', '48.83915,2.58747']"
Toufik Ahmed,"['0,0']"
Yves Roucaute,"['48.90245,2.21238', '48.90245,2.21238']"
Alain Bertho,"['47.2097,-1.55587']"
Aurelia Hubert-Ferrari,"['48.851906,2.340105', '48.70997,2.1531']"
Olivier Bonfait,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Gilles Lajoie,"['49.4583,1.06895', '-20.9019,55.4843', '-20.9019,55.4843']"
Francois Petit,"['49.4583,1.06895', '44.809966,-0.596578', '44.809966,-0.596578']"
Celine Destandau-Leonard,"['48.6962,6.17634', '48.83915,2.58747', '48.83915,2.58747']"
Sylvie Barraud,"['45.783,4.87798', '45.783,4.87798', '45.783,4.87798']"
Laurent Weill,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Nadine Guillotin-Plantard,"['48.11585,-1.67298']"
Giusto Traina,"['48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Catherine Vergely-Vandriesse,"['48.851906,2.340105', '47.31274,5.06637', '47.31274,5.06637']"
Claire Dodane,"['48.8274,2.37608', '45.747027,4.860547', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Ana Maria Binet,"['44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058']"
Rachid Bouyekhf,"['47.2408,6.02265', '47.5871,6.86586', '47.5871,6.86586', '47.31274,5.06637', '47.31274,5.06637']"
Michael Rinn,"['0,0', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077']"
Frederic Charles,"['0,0', '49.87584,2.26446', '48.90245,2.21238', '48.946,2.36213', '48.946,2.36213']"
Gerard Miller,"['48.946,2.36213']"
William Gasparini,"['0,0', '48.57872,7.76465']"
Jerome Duval,"['49.87584,2.26446', '48.6962,6.17634', '48.6962,6.17634']"
Benoit Frisch,"['48.6962,6.17634', '48.57872,7.76465', '48.57872,7.76465']"
Sihem Tebbani,"['0,0', '48.70997,2.1531']"
Antoine Olivier Berthet,"['48.7132,2.19972', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Vincent Mousseau,"['48.85464,2.33785', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Jesus Angulo Lopez,"['48.7132,2.19972', '48.7132,2.19972', '48.7132,2.19972', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Jeremy Blaizot,"['48.70997,2.1531', '45.77962,4.86518', '48.57872,7.76465']"
Michel Levinet,"['43.61583,3.87203', '43.61583,3.87203']"
Francoise Llecha Llop-Quignard,"['45.77962,4.86518']"
Jean Schneider,"['48.851304,2.340246', '45.7492,4.83714']"
Christine de Gemeaux,"['48.851304,2.340246', '47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367']"
Nathalie Albert,"['47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367']"
Remi Gilleron,"['50.6314,3.07497']"
Daniel Pichot,"['48.8468,2.34488', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333']"
Line Bergery,"['43.71693,7.26664', '43.1369,6.01684', '43.1369,6.01684', '43.1369,6.01684', '43.1369,6.01684', '43.1369,6.01684']"
Pierre Vermeren,"['48.946,2.36213', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Philippe Poirrier,"['47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Jerome Alexandre,"['48.851906,2.340105', '48.851906,2.340105']"
Jean-Philippe Rolin,"['47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Pierre Del Moral,"['43.56287,1.46597']"
Alain Schaffner,"['0,0', '48.8489,2.34313']"
Marie-Catherine Huet-Brichard,"['45.56676,5.9175']"
Igor Sibon,"['44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578']"
Olivier Lemaire,"['50.6314,3.07497', '48.57872,7.76465', '48.57872,7.76465']"
Eric Fouache,"['48.851304,2.340246']"
Stephen Bouquin,"['48.946,2.36213', '48.62425,2.42738', '48.70997,2.1531']"
Sylvie Thieblemont-Dollet,"['48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Ioana Gabriela Manolescu Goujot,"['48.79959,2.14159', '48.70997,2.1531', '48.70997,2.1531']"
Cyril Martin,"['44.809966,-0.596578', '45.77962,4.86518']"
Marie-France Combis-Carnus,"['43.56287,1.46597', '43.57954,1.40235']"
Nathalie Spanghero-Gaillard,"['43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235']"
Pierre Thorez,"['48.851906,2.340105', '49.49647,0.12896']"
Brigitte Vigolo-Greffier,"['0,0', '48.6962,6.17634']"
Vincent Moron,"['47.31274,5.06637', '43.2935,5.35781']"
Olivier Coutard,"['48.8411,2.58822', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747']"
Anne Goarzin,"['48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333']"
Isabelle Barth,"['44.8015,-0.615058', '48.57872,7.76465']"
Jean-Louis Consalvi,"['0,0', '43.2935,5.35781']"
Romuald Drot,"['48.70997,2.1531', '48.70997,2.1531']"
Jean-Philippe Denis,"['45.747027,4.860547', '48.90245,2.21238', '48.90245,2.21238', '48.70997,2.1531']"
Nicolas Le Pape,"['49.18884,-0.36382', '48.0148,0.159251']"
Pascal Andre,"['48.11585,-1.67298']"
Stephane Binczak,"['47.31274,5.06637', '47.31274,5.06637']"
Stephanie Khalfa,"['0,0', '43.2935,5.35781']"
Demba Diallo,"['47.2097,-1.55587']"
Herve Jactel,"['0,0']"
Yann Ollivier,"['48.70997,2.1531', '45.7337,4.83376', '48.70997,2.1531']"
Annie Sobaszek,"['50.6314,3.07497', '50.6314,3.07497']"
Pierre Guerin,"['48.851304,2.340246', '45.77962,4.86518']"
Jean-Cyrille Hierso,"['43.56287,1.46597', '47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Cheryl Frenck-Mestre,"['43.2935,5.35781', '43.2935,5.35781']"
Emmanuel Rocca,"['48.6962,6.17634']"
Nicole Poteaux,"['48.57872,7.76465', '48.57872,7.76465']"
Brigitte L. Kieffer,"['0,0', '48.57872,7.76465']"
Vincent Jacquemond,"['45.77962,4.86518', '45.77962,4.86518', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Jean-Marc Bordy,"['43.56287,1.46597', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Stephane Droupy,"['0,0', '48.70997,2.1531']"
Philippe Giege,"['48.57872,7.76465']"
Sophie Moinas,"['0,0', '43.60656,1.43712', '43.60656,1.43712']"
Martial Dupaigne,"['0,0', '48.39803,-4.5077']"
Bruno Quesnel,"['50.6314,3.07497']"
Andreas Chatzisavas,"['48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634']"
Anne-Marie Cassard-Doulcier,"['48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Joelle Le Marec,"['45.42472,4.39264']"
Sandrine Courtin,"['48.70997,2.1531', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Bernard Guillon,"['43.60656,1.43712', '43.31372,-0.36509', '43.31372,-0.36509']"
Claire Delfosse,"['48.8468,2.34488', '45.7492,4.83714', '45.7492,4.83714', '45.7492,4.83714', '45.7492,4.83714', '48.57872,7.76465']"
Laurent Cappelletti,"['45.7492,4.83714', '48.867,2.35463']"
Olga Spevak,"['48.851304,2.340246', '43.57954,1.40235']"
Isabelle Boulze,"['0,0', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924']"
Geraldine Lavigne,"['45.77056,3.08791', '43.61583,3.87203', '43.61583,3.87203']"
Reynald Lahanque,"['48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Frederic Gautier,"['43.61583,3.87203', '45.77056,3.08791']"
Olivier Namy,"['48.851304,2.340246', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Frederique Magdinier,"['45.77962,4.86518', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Christine Delprat,"['45.77962,4.86518', '45.7337,4.83376', '48.57872,7.76465']"
Emmanuel Treiner,"['48.70997,2.1531', '49.87584,2.26446']"
Jean-Christophe Calvet,"['43.56287,1.46597', '43.56287,1.46597']"
Zsolt Lenkei,"['48.851304,2.340246', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Benoit Palancade,"['48.851304,2.340246', '48.70997,2.1531', '48.851906,2.340105']"
Eric Ghigo,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Thierry Joly,"['48.851906,2.340105', '45.77962,4.86518']"
Anne Charloux,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Olivier Lefebvre,"['48.851906,2.340105', '48.57872,7.76465']"
Christian Tamburini,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Gary Tribou,"['47.7323,7.31485']"
Isabelle Daniel,"['45.77962,4.86518', '45.7337,4.83376', '45.7337,4.83376']"
Jean-Michel Minovez,"['43.57954,1.40235', '43.57954,1.40235']"
Marc Gabriel Berger,"['45.77056,3.08791', '45.77056,3.08791']"
Pascal Boulet,"['0,0']"
Jean-Louis Caccomo,"['43.2935,5.35781', '42.6844,2.89854', '42.6844,2.89854', '42.6844,2.89854', '42.6844,2.89854']"
Corinne Leveleux-Teixeira,"['47.85065,1.93397']"
Olivier Cottencin,"['50.6314,3.07497', '50.6314,3.07497']"
Dominique Harmand,"['48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Maurice Medebielle,"['0,0', '45.77962,4.86518']"
Marie-Claude Lagouanelle-Simeoni,"['43.2935,5.35781', '43.2935,5.35781']"
Carlos Cardoso,"['48.8489,2.34313', '43.2935,5.35781', '43.2935,5.35781']"
Christophe Gernigon,"['48.90245,2.21238', '43.61583,3.87203']"
Raymond Michels,"['48.6962,6.17634']"
Gerard Chazal,"['47.31274,5.06637']"
Pierre Val,"['45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791']"
Franck Bonnetain,"['47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Frederic Pain,"['49.18884,-0.36382', '48.70997,2.1531']"
Didier Chabanet,"['45.7492,4.83714', '45.7492,4.83714', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Eric Dugas,"['48.851906,2.340105']"
Vincent Balter,"['44.809966,-0.596578', '45.7337,4.83376', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Fany Declerck,"['50.6314,3.07497', '43.60656,1.43712', '43.60656,1.43712']"
Homa Adle-Biassette,"['48.851906,2.340105', '48.851906,2.340105']"
Serge Brunet,"['0,0']"
Jean-Francois Bonnefon,"['43.57954,1.40235']"
Jean-Luc Nardone,"['48.851304,2.340246', '43.57954,1.40235']"
Frederic Angeli,"['48.851906,2.340105', '43.61583,3.87203', '43.61583,3.87203']"
Sylvie Bastuji-Garin,"['0,0', '48.70997,2.1531']"
Boris Bartikowski,"['43.2935,5.35781', '43.2935,5.35781']"
Yan Chen,"['48.8468,2.34488']"
Daniel Meyer,"['48.78852,2.4437', '43.63508,3.86542', '43.61583,3.87203', '43.63508,3.86542']"
Agnes Bonnet,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Jean-Francois Rouchon,"['48.57872,7.76465', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597']"
Jean-Marc de Grave,"['0,0', '43.2935,5.35781']"
Pierre Senellart,"['48.70997,2.1531']"
Vincent Sapin,"['0,0', '45.77056,3.08791', '45.77056,3.08791']"
Philippe Compain,"['0,0', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Alain Bravaix,"['48.851906,2.340105']"
Laurent Berger,"['0,0', '45.7337,4.83376', '45.7337,4.83376', '48.57872,7.76465']"
Didier Le Ruyet,"['48.867,2.35463']"
Patricia Uguen,"['47.74618,-3.39072', '48.70997,2.1531']"
He Lu,"['49.4583,1.06895', '48.70997,2.1531']"
Nadine Massard,"['45.7492,4.83714']"
Alberto Baldisseri,"['45.56676,5.9175', '48.70997,2.1531']"
Jacques Noyer,"['50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Laurent Joubert,"['48.851304,2.340246', '49.4583,1.06895', '49.4583,1.06895']"
Florence Dieval,"['47.7323,7.31485', '47.7323,7.31485', '47.7323,7.31485']"
Nicolas Chopin,"['48.851304,2.340246', '48.85464,2.33785', '48.85464,2.33785']"
Denis Ducreux,"['48.70997,2.1531']"
Franck Roumy,"['0,0', '48.8468,2.34488']"
Vincent Garnier,"['48.70997,2.1531']"
Matthieu Bailleul,"['48.71317,2.21022', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Jean-Claude Gens,"['48.851304,2.340246', '47.31274,5.06637', '47.31274,5.06637']"
Ivan Toulouse,"['48.8468,2.34488', '48.12064,-1.70333', '48.12064,-1.70333']"
Marie-Pierre Lassus,"['0,0']"
Jean-Noel Grandhomme,"['48.851304,2.340246', '48.57872,7.76465']"
Alain Letourneau,"['0,0', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Isabelle Baldi,"['44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578']"
Xavier Pivot,"['43.2935,5.35781', '47.2408,6.02265', '47.2408,6.02265', '47.31274,5.06637']"
Arnaud Suspene,"['0,0', '47.85065,1.93397']"
Rachel Levy,"['48.8468,2.34488', '48.95793,2.34071']"
Massoud Mirshahi,"['0,0', '48.70997,2.1531']"
Martine Brasseur,"['0,0', '48.851906,2.340105']"
Sylviane Leoni,"['0,0', '47.31274,5.06637']"
Pierre-Yves Balut,"['48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Birgitta Orfali,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Elisabeth Gouvernal,"['48.85464,2.33785', '48.83915,2.58747']"
Nathalie Bajos,"['48.70997,2.1531', '48.70997,2.1531']"
Saik Urien,"['0,0', '48.851906,2.340105']"
Magali Phaner-Goutorbe,"['0,0', '45.78299,4.76927']"
Guillaume Deffuant,"['0,0', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791']"
Francois Feillet,"['48.6962,6.17634', '48.6962,6.17634']"
Virginie Rondeau,"['44.809966,-0.596578', '44.809966,-0.596578']"
Pierre Tulet,"['43.56287,1.46597', '-20.9019,55.4843']"
Olivier Deslondes,"['43.63279,3.86924', '45.7492,4.83714']"
Laurent Guy,"['45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791']"
Kevin Barthelemy,"['48.6962,6.17634', '48.6962,6.17634']"
Christian Prat dit Hauret,"['44.809966,-0.596578', '44.809966,-0.596578']"
France Marchal-Ninosque,"['48.851304,2.340246', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265']"
Veronique Nardello-Rataj,"['50.6314,3.07497', '50.6314,3.07497']"
Gerard Bossuat,"['48.8468,2.34488', '49.03889,2.07415']"
Thierry Chateau,"['45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791']"
Christophe Viart,"['48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.8468,2.34488', '48.12064,-1.70333', '48.8468,2.34488', '48.12064,-1.70333']"
Alessandro Boselli,"['48.851906,2.340105', '43.2935,5.35781']"
Dominique Ducard,"['48.851906,2.340105', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747']"
Daniel Noyes,"['0,0', '43.56287,1.46597']"
Sabrina Speich,"['48.851304,2.340246']"
Anne Faivre Dupaigre,"['47.38376,0.67367', '46.58596,0.34601', '46.58596,0.34601']"
Bernard Gallinato,"['0,0', '44.809966,-0.596578']"
Francois Forestier,"['44.809966,-0.596578', '48.70997,2.1531']"
Gwenaelle Vidal-Trecan,"['43.2935,5.35781', '48.851906,2.340105']"
Patrice Laroche,"['48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Christine Mauduit,"['48.851304,2.340246']"
Axel Gasquet,"['48.90245,2.21238', '45.77056,3.08791']"
Philippe Colson,"['43.2935,5.35781', '43.2935,5.35781']"
Philippe Heuze,"['0,0', '48.8489,2.34313']"
Michel Watin,"['-20.9019,55.4843', '-20.9019,55.4843']"
Fabien Lecaille,"['47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367']"
Guy Achard-Bayle,"['48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Aline Meirhaeghe,"['50.6314,3.07497', '50.6314,3.07497']"
Aliyah Morgenstern,"['48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313']"
Francois Hulbert,"['48.12064,-1.70333', '48.6962,6.17634']"
Robert Pujade,"['43.2935,5.35781', '43.2935,5.35781']"
Chrystel Faure,"['0,0', '44.809966,-0.596578']"
Valerie Fernandez,"['48.85464,2.33785']"
Carl Frelicot,"['49.40024,2.800108', '46.14774,-1.15504']"
Dominique Montagne-Macaire,"['48.851906,2.340105', '48.8489,2.34313', '48.6962,6.17634', '48.6962,6.17634']"
Marc Valax,"['43.60656,1.43712', '43.31372,-0.36509', '43.31372,-0.36509', '43.31372,-0.36509']"
Helene Baubichon-Cortay,"['45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '48.57872,7.76465']"
Eric Bertin,"['48.851906,2.340105', '45.7337,4.83376']"
Jacques Le Cacheux,"['0,0', '43.31372,-0.36509']"
Eddy Lamazerolles,"['46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601', '46.58596,0.34601']"
Jean-Francois Delmas,"['0,0', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747', '48.83915,2.58747']"
Sandrine Chassagnard-Pinet,"['43.60656,1.43712', '50.6314,3.07497']"
Philippe Astier,"['48.867,2.35463', '45.7492,4.83714', '45.7492,4.83714', '48.57872,7.76465']"
